J. Glenn Brookshear	Computer Science: An Overview	71.72	35.86	17.93		Addison Wesley; 10 edition	January 6, 2008	12	5	2		English	0321524039	978-0321524034	paperback	688	Students and instructors alike continue to praise the broad coverage and clear exposition that Computer Science: An Overview uses to present a complete picture of the dynamic computer science field. Accessible to students from all backgrounds, Glenn Brookshear uses a language-independent context to encourage the development of a practical, realistic understanding of the field.  The Tenth Edition employs several world-renowned experts in respective fields to ensure that coverage reflects cutting-edge technology and appeals to today\'s students. Timely topics such as bioinformatics and artificial intelligence engage students, and the text provides coverage of foundational hardware topics like data representation and storage, machine architecture, and machine language.	10th Edition	Computer Science	''
Edwin D. Reilly (Editor)	Concise Encyclopedia of Computer Science	69.13	34.56	17.28		Wiley	September 15, 2004	7	1	0		English	0470090952	978-0470090954	paperback	640	The Concise Encyclopedia of Computer Science has been adapted from the full Fourth Edition to meet the needs of students, teachers and professional computer users in science and industry. As an ideal desktop reference, it contains shorter ersions of 60% of the articles found in the Fourth Edition, putting computer knowledge at your fingertips.  Organised to work for you, it has several features that make it an invaluable and accessible reference. These include: Cross references to closely related articles to ensure that you dont miss relevant information Appendices covering abbreviations and acronyms, notation and units, and a timeline of significant milestones in computing have been included to ensure that you get the most from the book. A comprehensive index containing article titles, names of persons cited, references to sub-categories and important words in general usage, guarantees that you can easily find the information you need.  Classification of articles around the following nine main themes allows you to follow a self study regime in a particular area: Hardware Computer Systems Information and Data Software Mathematics of Computing Theory of Computation Methodologies Applications Computing Milieux.  Presenting a wide ranging perspective on the key concepts and developments that define the discipline, the Concise Encyclopedia of Computer Science is a aluable reference for all computer users.	'' Computer Science ''
Michael Miller	Absolute Beginner\'s Guide to Computer Basics	14.95	7.47	3.74		Que; 4 edition	March 2, 2007	7	4	0		English	078973673X	978-0789736734	paperback	456	Who knew how simple computers could be?  What can you do with your new PC? The skys the limit! Absolute Beginners Guide to Computer Basics will show you how to set up and configure your PC, including how to connect to the Internet. Then youll learn how to fix your digital photos, create digital scrapbooks, download digital music to your iPod, burn your own custom CDs, watch DVD movies, write letters and memos, balance your checkbook, and create show-stopping presentations. And if you need more computing horsepower, youll even learn how to upgrade your PC and add new peripherals. Its all easy, thanks to Michael Millers step-by-step instructions and helpful advice!  Now updated for both Windows Vista and Windows XP, Absolute Beginners Guide to Computer Basics will have you using your new PC in no time! Heres a preview of what youll find inside: Learn how to set up and configure your new computer, and install new computer hardware and software Get the scoop on how to work with Microsoft Windows XP or Windows Vista, and how to personalize it just for you Learn how to use the most popular computer programsincluding Microsoft Word, Microsoft Works, Microsoft Money, and Quicken Connect to the Internet for web surfing, email, instant messaging, blogging, and podcastsand create your own MySpace page Become a digital media prolearn to work with digital cameras and photos, download and listen to digital music, and burn your own CDs and DVDs Find out how to protect your PC from spam, iruses, spyware, and computer attacks Learn how to set up a wireless home network and share your Internet connection with multiple PCs	4th Edition Computer Science ''
John M. Zelle	Python Programming: An Introduction to Computer Science	37.31	18.66	9.33		Franklin Beedle & Associates	December 2003	14	5	3		English	1887902996	978-1887902991	paperback	517	This book is designed to be used as the primary textbook in a college-level first course in computing. It takes a fairly traditional approach, emphasizing problem solving, design, and programming as the core skills of computer science. However, these ideas are illustrated using a non-traditional language, namely Python.  Although I use Python as the language, teaching Python is not the main point of this book. Rather, Python is used to illustrate fundamental principles of design and programming that apply in any language or computing environment. In some places, I have purposely avoided certain Python features and idioms that are not generally found in other languages. There are already many good books about Python on the market; this book is intended as an introduction to computing.  Features include the following: *Extensive use of computer graphics. *Interesting examples. *Readable prose. *Flexible spiral coverage. *Just-in-time object coverage. *Extensive end-of-chapter problems.	'' Computer Science ''
Ronald L. Graham , Donald E. Knuth , Oren Patashnik	Concrete Mathematics: A Foundation for Computer Science	56.00	42.00	28.00	14.00	Addison-Wesley Professional; 2 edition	March 10, 1994	15	2	1	0	English	0201558025	978-0201558029	hardcover	672	This book, updated and improved, introduces the mathematics that support advanced computer programming and the analysis of algorithms. The book\'s primary aim is to provide a solid and relevant base of mathematical skills. It is an indispensable text and reference for computer scientists and serious programmers in irtually every discipline.	2nd Edition Computer Science ''
Kathleen A. Larson , David Levine	5 Steps to a 5 AP Computer Science	11.53	5.76	2.88		McGraw-Hill; 1 edition	June 7, 2005	11	0	0		English	0071437118	978-0071437110	paperback	352	Boxed quotes offering advice from students who have aced the exams and from AP teachers and college professors Sample tests that closely simulate real exams Review material based on the contents of the most recent tests Icons highlighting important facts, ocabulary, and frequently asked questions Websites and links to aluable online test resources, along with author e-mail addresses so you can ask them follow-up questions Authors who are either AP course instructors or exam developers	Mcgraw-Hill 5 Steps to a 5 Computer Science ''
G.Michael Schneider , Judith Gersting	Invitation to Computer Science: C++ Version, Fourth Edition	88.87	44.44	22.22		Course Technology; 4 edition	February 3, 2006	11	0	0		English	142390141X	978-1423901419	paperback	768	This new edition of Invitation to Computer Science follows the breadth-first guidelines recommended by CC2001 to teach computer science topics from the ground up. The authors begin by showing that computer science is the study of algorithms, the central theme of the book, then move up the next five levels of the hierarchy: hardware, irtual machine, software, applications, and ethics. Utilizing rich pedagogy and a consistently engaging writing style, Schneider and Gersting provide students with a solid grounding in theoretical concepts, as well as important applications of computing and information technology. A laboratory manual and accompanying software is available as an optional bundle with this text.	'' Computer Science ''
Seymour Lipschutz	Schaum's Outline of Essential Computer Mathematics	14.35	7.17	3.59		McGraw-Hill; 1 edition	April 1, 1982	15	5	2		English	0070379904	978-0070379909	paperback	256	The mathematical knowledge needed for computer and information sciencesincluding, particularly, the binary number system, logic circuits, graph theory, linear systems, probability and statisticsget clear and concise coverage in this invaluable study guide. Basic high school math is all that\'s needed to follow the explanations and learn from hundreds of practical problems solved step-by-step. Hundreds of review questions with answers help reinforce learning and increase skills.	'' Computer Science ''
N. David Mermin	Quantum Computer Science: An Introduction	36.00	27.00	18.00	9.00	Cambridge University Press; 1 edition	September 17, 2007	5	0	0	2	English	0521876583	978-0521876582	hardcover	236	In the 1990\'s it was realized that quantum physics has some spectacular applications in computer science. This book is a concise introduction to quantum computation, developing the basic elements of this new branch of computational theory without assuming any background in physics. It begins with an introduction to the quantum theory from a computer-science perspective. It illustrates the quantum-computational approach with several elementary examples of quantum speed-up, before moving to the major applications: Shor\'s factoring algorithm, Grover\'s search algorithm, and quantum error correction. The book is intended primarily for computer scientists who know nothing about quantum theory, but will also be of interest to physicists who want to learn the theory of quantum computation, and philosophers of science interested in quantum foundational issues. It evolved during six years of teaching the subject to undergraduates and graduate students in computer science, mathematics, engineering, and physics, at Cornell University.	'' Computer Science ''
Greg Anderson , David Ferro , Robert Hilton	Connecting with Computer Science	94.45	47.23	23.61		Course Technology; 1 edition	January 6, 2005	6	0	2		English	061921290X	978-0619212902	paperback	688	Designed for beginning computer science students, this text engages students by relating core topics to their real-world applications. The text is written in a comfortable, informal manner, and light humor is used throughout the text to maintain interest and enhance learning. A robust CD containing labs and other interactive material is available with each copy of the text.	'' Computer Science ''
Nick Carter	Schaum's Outline of Computer Architecture	12.89	6.45	3.22		McGraw-Hill; 1 edition	December 26, 2001	10	4	1		English	007136207X	978-0071362078	paperback	306	A problem/solution manual, integrating general principles and laboratory exercises, that provides students with the hands-on experience needed to master the basics of modern computer system design Features more than 200 detailed problems, with step-by-step solutions; many detailed graphics and charts; chapter summaries with additional \"rapid-review\" questions; and expert sidebar tips Describes analytical methods for quantifying real-world design choices regarding instruction sets, pipelining, cache, memory, I/O, and other critical hardware and software elements involved in building computers An ideal educational resource for the more than 70,000 undergraduate and graduate students who, each year, enroll in computer architecture and related courses	'' Computer Science ''
Michael Huth , Mark Ryan	Logic in Computer Science: Modelling and Reasoning about Systems	64.80	32.40	16.20		Cambridge University Press; 2 edition	August 30, 2004	14	10	0		English	052154310X	978-0521543101	paperback	440	Recent years have seen the development of powerful tools for erifying hardware and software systems, as companies worldwide realise the need for improved means of alidating their products. There is increasing demand for training in basic methods in formal reasoning so that students can gain proficiency in logic-based erification methods. The second edition of this successful textbook addresses both those requirements, by continuing to provide a clear introduction to formal reasoning which is both relevant to the needs of modern computer science and rigorous enough for practical application.  Improvements to the first edition have been made throughout, with extra and expanded sections on SAT solvers, existential/universal second-order logic, micro-models, programming by contract and total correctness. The coverage of model-checking has been substantially updated. Further exercises have been added. Internet support for the book includes worked solutions for all exercises for teachers, and model solutions to some exercises for students.	'' Computer Science ''
Jan Goldberg	Great Jobs for Computer Science Majors 2nd Ed.	13.45	6.72	3.36		McGraw-Hill; 2 edition	September 24, 2002	7	0	1		English	0071390391	978-0071390392	paperback	224	Answers the question, \"What can I do with a major in . . . ?\" Students can explore their career options within their field of study using the Great Jobs series as their guide. From assessing individual talents and skills to taking the necessary steps to land a job, every aspect of identifying and getting started in a career choice is covered. Readers learn to explore their options, target an ideal career, present a major as an asset to a job, perfect a job search, and follow through and get results.	'' Computer Science ''
Steve McConnell	Code Complete: A Practical Handbook of Software Construction	31.49	15.74	7.87		Microsoft Press; 2nd edition	July 7, 2004	10	1	0		English	0735619670	978-0735619678	paperback	960	For more than a decade, Steve McConnell, one of the premier authors and oices in the software community, has helped change the way developers write code--and produce better software. Now his classic book, CODE COMPLETE, has been fully updated and revised with best practices in the art and science of constructing software. Whether you\'re a new developer seeking a sound introduction to the practice of software development or a eteran exploring strategic new approaches to problem solving, you\'ll find a wealth of practical suggestions and methods for strengthening your skills. Topics include design, applying good techniques to construction, eliminating errors, planning, managing construction activities, and relating personal character to superior software.  This new edition features fully updated information on programming techniques, including the emergence of Web-style programming, and integrated coverage of object-oriented design. You\'ll also find new code examples--both good and bad--in C++, Microsoft(r) Visual Basic(r), C#, and Java, though the focus is squarely on techniques and practices.	'' Computer Science ''
Thomas H. Cormen , Charles E. Leiserson , Ronald L. Rivest , Clifford Stein	Introduction to Algorithms	58.90	44.17	29.45	14.72	The MIT Press; 2nd edition	September 1, 2001	0	0	0	0	English	0262032937	978-0262032933	hardcover	1184	There are books on algorithms that are rigorous but incomplete and others that cover masses of material but lack rigor. Introduction to Algorithms combines rigor and comprehensiveness. The book covers a broad range of algorithms in depth, yet makes their design and analysis accessible to all levels of readers. Each chapter is relatively self-contained and can be used as a unit of study. The algorithms are described in English and in a pseudocode designed to be readable by anyone who has done a little programming. The explanations have been kept elementary without sacrificing depth of coverage or mathematical rigor. The first edition became the standard reference for professionals and a widely used text in universities worldwide. The second edition features new chapters on the role of algorithms, probabilistic analysis and randomized algorithms, and linear programming, as well as extensive revisions to irtually every section of the book. In a subtle but important change, loop invariants are introduced early and used throughout the text to prove algorithm correctness. Without changing the mathematical and analytic focus, the authors have moved much of the mathematical foundations material from Part I to an appendix and have included additional motivational material at the beginning.	'' Computer Science ''
Harold Abelson , Gerald Jay Sussman	Structure and Interpretation of Computer Programs - 2nd Edition	59.04	44.28	29.52	14.76	The MIT Press; 2 edition	July 25, 1996	6	0	0	0	English	0262011530	978-0262011532	hardcover	657	Structure and Interpretation of Computer Programs has had a dramatic impact on computer science curricula over the past decade. This long-awaited revision contains changes throughout the text. There are new implementations of most of the major programming systems in the book, including the interpreters and compilers, and the authors have incorporated many small changes that reflect their experience teaching the course at MIT since the first edition was published. A new theme has been introduced that emphasizes the central role played by different approaches to dealing with time in computational models: objects with state, concurrent programming, functional programming and lazy evaluation, and nondeterministic programming. There are new example sections on higher-order procedures in graphics and on applications of stream processing in numerical programming, and many new exercises. In addition, all the programs have been reworked to run in any Scheme implementation that adheres to the IEEE standard. Visit the SICP2 web site!	MIT Electrical Engineering and Computer Science Computer Science ''
Donald E. Knuth	Art of Computer Programming, The, Volumes 1-3 Boxed Set	148.19	111.14	74.09	37.05	Addison-Wesley Professional; 2 edition	October 15, 1998	4	2	1	0	English	0201485419	978-0201485417	hardcover	896	Knuth\'s multivolume work, widely recognized as the definitive description of classical computer science, is now available in an attractive, boxed set. The three olumes included in this set have each been revised recently to reflect developments in the field. As earlier editions clearly demonstrated, they comprise an invaluable resource in programming theory and practice for students, researchers, and practitioners alike. Countless readers have spoken about the profound personal influence of Knuth\'s work. Scientists have marveled at the beauty and elegance of his analysis, while ordinary programmers have successfully applied his \"cookbook\" solutions to their day-to-day problems. All have admired Knuth for the breadth, clarity, accuracy, and good humor found in his books.  See descriptions of each individual olume for more information.	2nd Edition Computer Science ''
Princeton Review	Cracking the AP Computer Science A & AB Exams, 2006-2007 Edition	12.92	6.46	3.23		Princeton Review	January 10, 2006	6	1	0		English	037576528X	978-0375765285	paperback	512	The Princeton Review realizes that scoring high on the AP Computer Science A  AB Exams is ery different from earning straight As in school. We dont try to teach you everything there is to know about computer scienceonly the strategies and information youll need to get your highest score. In Cracking the AP Computer Science A  AB Exams, well teach you how to	College Test Preparation Computer Science ''
Matt Bishop	Computer Security: Art and Science	79.89	59.92	39.95	19.97	Addison-Wesley Professional	December 12, 2002	5	0	0	0	English	0201440997	978-0201440997	hardcover	1136	The importance of computer security has increased dramatically during the past few years. Bishop provides a monumental reference for the theory and practice of computer security. This is a textbook intended for use at the advanced undergraduate and introductory graduate levels, non-University training courses, as well as reference and self-study for security professionals.  Comprehensive in scope, this covers applied and practical elements, theory, and the reasons for the design of applications and security techniques. Bishop treats the management and engineering issues of computer. Excellent examples of ideas and mechanisms show how disparate techniques and principles are combined (or not) in widely-used systems. Features a distillation of a ast number of conference papers, dissertations and books that have appeared over the years, providing a aluable synthesis. This book is acclaimed for its scope, clear and lucid writing, and its combination of formal and theoretical aspects with real systems, technologies, techniques, and policies.	'' Computer Science ''
Alexander M. Bronstein , Michael M. Bronstein , Ron Kimmel	Numerical Geometry of Non-Rigid Shapes	39.96	29.97	19.98	9.99	Springer; 1 edition	October 23, 2008	9	5	1	2	English	0387733000	978-0387733005	hardcover	340	Deformable objects are ubiquitous in the world surrounding us, on all levels from micro to macro. The need to study such shapes and model their behavior arises in a wide spectrum of applications, ranging from medicine to security. In recent years, non-rigid shapes have attracted growing interest, which has led to rapid development of the field, where state-of-the-art results from ery different sciences - theoretical and numerical geometry, optimization, linear algebra, graph theory, machine learning and computer graphics, to mention several - are applied to find solutions.  This book gives an overview of the current state of science in analysis and synthesis of non-rigid shapes. Everyday examples are used to explain concepts and to illustrate different techniques.  The presentation unfolds systematically and numerous figures enrich the engaging exposition. Practice problems follow at the end of each chapter, with detailed solutions to selected problems in the appendix. A gallery of colored images enhances the text.  This book will be of interest to graduate students, researchers and professionals in different fields of mathematics, computer science and engineering. It may be used for courses in computer ision, numerical geometry and geometric modeling and computer graphics or for self-study.	Monographs in Computer Science Computer Science ''
Susan Horwitz , Leigh Ann Sudol	Pearson Education\'s Review for the AP* Computer Science A and AB Exams	15.59	7.79	3.90		Addison Wesley; 3 edition	March 22, 2008	2	0	0		English	0136068618	978-0136068617	paperback	408	Pearson Educations Review for the AP Computer Science Exam in Java covers everything you need to know to get the score you want. It is written by a former AP Exam writer and is developed to help you take advantage of her experience. Key Topics: This test prep guide will help you: Understand how to approach the GridWorld case study, a required part of the AP Computer Science A and AB curricula; Review the most current AP Java topics (for both the A and AB exams) tested on the exam in a clear and concise manner; Practice with six sample exams - three for the A and three for the AB exam; Develop soundtest-taking strategies with this books detailed review of Java, hundreds of practice questions, test taking tips, and AP-style grading guide. Key Market:Used in the classroom or as a self-study guide, this is an ideal resourcefor thosetaking the AP Computer Science exam in Java.	Ap* Test Prep Computer Science ''
G.Michael Schneider , Judith Gersting	Invitation to Computer Science: Java Version	94.14	47.07	23.54		Course Technology; 3 edition	February 3, 2006	2	0	0		English	1423901436	978-1423901433	paperback	768	This new edition of Invitation to Computer Science follows the breadth-first guidelines recommended by CC2001 to teach computer science topics from the ground up. The authors begin by showing that computer science is the study of algorithms, the central theme of the book, then move up the next five levels of the hierarchy: hardware, irtual machine, software, applications, and ethics. Utilizing rich pedagogy and a consistently engaging writing style, Schneider and Gersting provide students with a solid grounding in theoretical concepts, as well as important applications of computing and information technology. A laboratory manual and accompanying software is available as an optional bundle with this text.	'' Computer Science ''
Mordechai Ben-Ari	Mathematical Logic for Computer Science	49.45	24.73	12.36		Springer; 2nd,Revised edition	May 23, 2008	0	0	0		English	1852333197	978-1852333195	paperback	304	Mathematics textbook specifically geared towards the topics most important to computer science, featuring theorems and proofs, as well as sound logic. Topics covered include propositional calculus, predicate calculus, resolution, hoare logic, and temporal logic. Also features a companion Website.  Softcover. DLC: Logic, Symbolic and mathematical.	'' Computer Science ''
Robert L. Glass , Andrew Hunt (Contributor)	Software Conflict 2.0: The Art And Science of Software Engineering	22.79	11.39	5.70		Developer.* Books	March 30, 2006	10	1	0		English	0977213307	978-0977213306	paperback	308	Software Conflict 2.0: The Art and Science of Software Engineering updates and expands a neglected classic in the field. The nearly 60 essays in this book--always easily digestible, often profound, and never too serious--are the work of pioneer Robert L. Glass, 50 year software eteran, and author or editor of more than 25 books, including the recent bestseller Facts and Fallacies of Software Engineering.  As loyal Glass readers have come to expect, Software Conflict 2.0 takes up large themes and important questions, never shying away from controversy. Robert Glass has a unique perspective, owing partly to his longevity in the field, partly to his breadth and depth of experience as a practitioner, and partly to his experiences on multiple continents crossing back and forth between the worlds of the university and the professional programming shop.  No matter what unique corner of the software engineering world you call home--be it aerospace or e-commerce--whether you are a researcher, hardcore coder, consultant, or manager, Software Conflict 2.0 tackles questions and conflicts that you will recognize. Bob Glass\'s wide and deep perspective on the art and science of software engineering will widen and deepen your own perspective.  Pragmatic Programmer Andy Hunt writes in his Foreword to this book, \"Eleventh-century philosopher Pierre Abelard taught that, \'The beginning of wisdom is found in doubting; by doubting we come to the question, and by seeking we may come upon the truth.\' Welcome to Bob\'s essays on software conflict. Here you\'ll find the seeds of doubt, some underlying questions, and a fellow seeker.\" We couldn\'t agree more.  The first edition of Software Conflict was published circa 1990 and, until now, has been out of print for some time. Why? Mainly because that\'s the normal pattern for software books: a new book is hot when it hits the streets, but then trends change, paradigms shift, and eventually the publisher stops placing orders with the printer. As hundreds of new books are published every year, a real treasure can be buried in the shifting sands.  Sometimes the significance of a software book transcends the endless cycle of trends and revolutions. In fact, some of the great software books continue to be discussed even decades after their original publication.  Why do people keep reading these \"dated\" software engineering books?  Because the insights of these great books are timeless, as alid today as they were yesterday. Because these insights help us become better software professionals, better researchers, better managers. And because the writings of a computing pioneer like Robert L. Glass might just reveal something about where we are today and where we\'re headed.  Software Conflict 2.0 features six new essays by Robert Glass and a new Foreword by Andrew Hunt of the Pragmatic Programmers.	'' Computer Science ''
Darryl Wheye , Donald Kennedy , Professor Paul R. Ehrlich (Foreword)	Humans, Nature, and Birds: Science Art from Cave Walls to Computer Screens	24.75	18.56	12.38	6.19	Yale University Press	July 24, 2008	4	1	0	0	English	0300123884	978-0300123883	hardcover	240	This book invites readers to enter a two-floor virtual gallery where 60-plus images of birds reflecting the accomplishments of human pictorial history are on display. These are works in a genre the authors term Science Artthat is, art that says something about the natural world and how it works.  Darryl Wheye and Donald Kennedy show how these works of art can advance our understanding of the ways nature has been perceived over time, its current ulnerability, and our responsibility to preserve its wealth.Each room in the gallery is dedicated to a single topic. The rooms on the first floor show birds as icons, birds as resources, birds as teaching tools, and more. On the second floor, the images and their captions clarify what Science Art is and how the intertwining of art and science can change the way we look at each. The authors also provide a timeline linking scientific innovations with the production of images of birds, and they offer a checklist of steps to promote the creation and accessibility of Science Art. Readers who tour this unique and fascinating gallery will never look at art depicting nature in the same way again.  Published with assistance from the Alfred P. Sloan Foundation\'s Public Understanding of Science and Technology Program. (20080720)	'' Computer Science ''
Thomas A. Sudkamp	Languages and Machines: An Introduction to the Theory of Computer Science	72.14	36.07	18.04		Addison Wesley; 3 edition	February 24, 2005	13	6	0		English	0321322215	978-0321322210	paperback	672	The third edition of Languages and Machines: An Introduction to the Theory of Computer Science provides readers with a mathematically sound presentation of the theory of computer science. The theoretical concepts and associated mathematics are made accessible by a \"learn as you go\" approach that develops an intuitive understanding of the concepts through numerous examples and illustrations.	3rd Edition Computer Science ''
