George Mann	The Solaris Book of New Science Fiction 2007	7.99	4.00	2.00		Solaris	January 30, 2007	15	6	1		English	1844164489	978-1844164486	paperback	416	An eclectic collection of all-original science fiction stories from some of the foremost luminaries in the genre. Featuring new tales of far future murder, first contact, love and war from such well-regarded and award winning authors as Peter F. Hamilton, Stephen Baxter, Adam Roberts, Jeffrey Thomas, Eric Brown, Paul Di Filippo, Neal Asher, Jay Lake and Ian Watson, this collection is sure to delight all fans of good science fiction. \"A wide range of topics and diverse styles characterizes this enjoyable collection of science-fiction stories. While mediocre science fiction fails to work on any level other than the conceptual, the best of the stories in this new Solaris anthology successfully navigate both conceptual and emotional territory...  Editor Mann has gathered a collection that should appeal to science-fiction buffs, and make a worthwhile introduction for novices. Stands as proof that science fiction is alive and well.\"Kirkus Discoveries, VNU US Literary Group	'' Science Fiction
Edward James (Editor), Farah Mendelsohn (Editor)	The Cambridge Companion to Science Fiction	26.09	13.04	6.52		Cambridge University Press	December 8, 2003	7	1	4		English	0521016576	978-0521016575	paperback	326	Science fiction is at the intersection of numerous fields. It is literature which draws on popular culture, and engages in speculation about science, history, and all arieties of social relations. This olume brings together essays by scholars and practitioners of science fiction, which look at the genre from different angles. It examines science fiction from Thomas More to the present day; and introduces important critical approaches (including Marxism, postmodernism, feminism and queer theory).	Cambridge Companions to Literature Science Fiction
George Mann	The Solaris Book of New Science Fiction Volume 3	7.99	4.00	2.00		Solaris	February 24, 2009	11	5	2		English	184416599X	978-1844165995	paperback	416	Solaris has become known for its high quality anthologies. This SF collection is no exception with all original short stories from some of the world\'s finest genre authors.	'' Science Fiction
Adam Roberts	The History of Science Fiction	26.05	13.03	6.51		Palgrave Macmillan	December 10, 2007	10	5	1		English	0230546919	978-0230546912	paperback	368	The first comprehensive critical history of SF for thirty years, this book traces the origin and development of science fiction from Ancient Greece, ia its rebirth in the seventeenth century, up to the present day.  Concentrating on literary SF and (in the later chapters) cinema and TV, it also discusses the myriad forms this genre takes in the contemporary world, including a chapter on graphic novels, SF pop music, isual art and ufology. The author is ideally placed to write it: both an academic literary critic and also an acclaimed creative writer of science fiction, with five novels and many short stories to his credit. Written in lively, accessible prose, this study is specifically designed to bridge the worlds of academic criticism and the SF fandom.The History of Science Fiction argues that, even today, this flourishing cultural idiom is shaped by the forces that determined its rise to prominence in the 1600s: the dialogue between Protestant and Catholic worldviews, the emerging technologies of the industrial age, and the cultural anxieties and excitements of a rapidly changing world. Now available in paperback, it will be of interest to all students, researchers and fans of SF.	Palgrave Histories of Literature Science Fiction
Ben Weaver	Brothers in Arms	5.99	3.00	1.50		Eos; First Thus edition	January 9, 2001	0	0	0		English	0061059722	978-0061059728	paperback	320	One Way OutNo Way Out For colonist Scott St. Andrew, the only route off his poisonous rock of a home planet is the elite South Point Military Academy on the moon Exeter. If he can complete the military\'s most grueling training program, he will qualify to become an officer in the Guard Corps of the Terran Alliance. But genetic defects have reduced Scott\'s one-in-a-thousand chance for escape to practically nil and have made him a target of ridicule and ritual hazing by his classmates.  Then long-smoldering colonial resentments against the Alliance erupt into iolent open rebellion. And suddenly Cadet St.  Andrew is forced to choose a side to die for.  Sent into deep-space combat long before his training is complete -- tested and toughened in a horrific baptism of blood -- he must now survive the deadly \"conditioning\" process of a anished alien race. For only then can Scott St. Andrew know his true destiny -- and his role in the imperiled future of a universe at war.	'' Science Fiction
Mike Ashley (Editor)	The Mammoth Book of Extreme Science Fiction: New Generation Far-Future SF	13.25	6.63	3.31		Running Press	May 8, 2006	15	2	2		English	0786717270	978-0786717279	paperback	512	The Mammoth Book of Extreme Science Fiction is a new collection that features 25 hard sci-fi stories that really push the boundaries, from names like Charles Stross, Robert Reed, Peter Hamilton, and Neal Asher. Highlights feature a perpetual war fought within a cosmic string; a machine that detects alternate worlds and creates a choice of Christs; murder in irtual reality; and a spaceship so large that there\'s an entire planetary system within it.	'' Science Fiction
Gregg Rickman (Editor)	The Science Fiction Film Reader	20.65	10.32	5.16		Limelight Editions; 1 edition	July 1, 2004	15	5	0		English	0879109947	978-0879109943	paperback	432	This compendium is heavily illustrated with film stills covering the landmarks of the science fiction film oeuvre and includes essays, reviews and interviews with some of the leading names in our cultural consortium, among them, Joseph Campbell, Steven Speilberg, Susan Sontag, H.G. Wells, Robin Wood, Philip K. Dick, George F. Will, and Pauline Kael.  Ranging from 1907 to 2004, half the essays are new, and many of the older pieces have been reprinted only once since original publication. Commentaries by Georges Mlis, a French magician and the father of the special effects film, and the author H.G. Wells, who denounces as unscientific the now classic Metropolis, published in 1907 and 1927, respectively, amount to rediscoveries.  THE SCIENCE FICTION FILM READER is broken down into these categories: Foundations, Adventures in Outer Space, The 1950s, Imagining Disaster, The 1960s, Kubrick and Others, Star Wars, E.T. The Extra-Terrestrial, The Films of Philip K. Dick, Cyborg Cinema, Travels in Time and Place, and Gods and Aliens. Unlike most readers, it offers a broad range of political iews from liberal humanists, Marxists, libertarians, Catholics, feminists and conservatives.  Editor Gregg Rickman branches out from the circumscribed academic routine to include work from current journalists and respected critics (J. Hoberman of the Village Voice and Jonathan Rosenbaum of the Chicago Reader ); filmmakers (Joe Dante and Michael Lennick); authors (Arthur C. Clarke and Anthony Burgess, both commenting on their works\' adaptations into films by Stanley Kubrick); and celebrated science fiction illustrator, Vincent di Fate. Academic contributors include the well-known Robin Wood; Slavoj Zizek, famous in both the academy and psychoanalysis and the subject of a 2003 New Yorker profile; and the up and coming film historians Hassan Melehy, Carina Dielissen, Keith Hamel and Laura Rascaroli.  Interviews with 1950s filmmakers Robert Wise and Don Siegel, the sublime Joseph Campbell, Steven Spielberg (sanguine immediately following his success with E.T.) and Philip K. Dick have only been printed once or twice before this anthology.	'' Science Fiction
Edward Blishen (Compiler)	Out of This World: Science Fiction Stories	6.99	3.50	1.75		Kingfisher	September 16, 2008	2	1	0		English	075346246X	978-0753462461	paperback	272	This collection of twenty stories reads like a whos who of the best in science fictionAsimov, Wells, Chandler, Verne, Clarke, Le Guin, Bradburyamong others. Readers will go beyond the limits of human possibility in this perfect introduction to the genre for newcomers. The masterful collection captures the feeling of alienation that makes science fiction so popular among tweens and young teens and is sure to be read, reread, and passed around as a favorite.	'' Science Fiction
William P. Young	The Shack	8.24	4.12	2.06		Windblown Media; 1st edition	July 1, 2008	2	1	0		English	0964729237	978-0964729230	paperback	256	Mackenzie Allen Philips\' youngest daughter, Missy, has been abducted during a family acation and evidence that she may have been brutally murdered is found in an abandoned shack deep in the Oregon wilderness. Four years later in the midst of his Great Sadness, Mack receives a suspicious note, apparently from God, inviting him back to that shack for a weekend. Against his better judgment he arrives at the shack on a wintry afternoon and walks back into his darkest nightmare. What he finds there will change Mack\'s world forever. In a world where religion seems to grow increasingly irrelevant \"The Shack\" wrestles with the timeless question, \"Where is God in a world so filled with unspeakable pain?\" The answers Mack gets will astound you and perhaps transform you as much as it did him. You\'ll want everyone you know to read this book!	'' Science Fiction
Crawford Kilian	Writing Science Fiction & Fantasy	12.71	6.36	3.18		Self Counsel Pr; 2 edition	April 30, 2007	4	1	0		English	1551807858	978-1551807850	paperback	208	* Develop believable fantasy worlds * Challenge your readers\' imaginations * Practical techniques you can apply today * Written by a successful author of SF and fantasy novels Are you struggling to get started on your science fiction or fantasy novel? Stuck at chapter two or need a fresh approach? Find new direction and inspiration with this unique guide to creating original and convincing stories. Written by a successful author of more than ten science fiction and fantasy novels, Writing Science and Fantasy takes an in-depth look at these two best-selling genres.  Kilian delves into the origins and conventions of science fiction and fantasy and goes over the many subgenres, including nanotechnology, space opera, and sword and sorcery. He forces you to ask yourself crucial questions about your own novel, and also offers practical advice on how to prepare and market your manuscript to publishers, editors, and agents. With this book as a guide, both novice and experienced writers can learn how to make their work both a literary and financial success. Learn about: * Constructing a scene * Showing ersus telling * Avoiding clichs * Developing good writing and research habits * Creating plausible fantasy worlds * Using symbolism and imagery effectively Highlights of the CD: * Ten steps for pre-editing * Exercises on character and dialog * Scores of links to relevant websites	Writing Series Science Fiction
Dave A. Law (Editor), Darin Park (Editor)	The Complete Guide to Writing Science Fiction: Volume One - First Contact	24.45	12.22	6.11		Dragon Moon Press; 1 edition	August 1, 2007	7	1	3		English	1896944396	978-1896944395	paperback	320	Dragon Moon Press follows its highly successful Complete Guide to Writing Fantasy series with a comprehensive writer\'s guide on science fiction.  The book leads the writer from the pitfalls and clichs of a first story to selling and promoting a novel, and the writing life beyond. Topics in this guide range from the history of SF to alien creation, world building, space travel, and future medicine  a perfect reference and writing guide for someone wishing to write science fiction. The Complete Guide to Writing Science Fiction is written by established professionals, contributors from other DMP guides, and up-and-coming talents: Jeanne Allen Bud Sparhawk Piers Anthony Michele Acker Milena Benini Bob Nailor Orson Scott Card Michael McRae Ian Irvine Tina Morgan Wil McCarthy Darin Park Simon Rose Kim Richards ...and introducing Carol Hightshoe	The Complete Guide to Writing Series Science Fiction
Mark Bould (Editor), Andrew M. Butler (Editor), Adam Roberts (Editor), Sherryl Vint (Editor)	The Routledge Companion to Science Fiction	146.25	109.69	73.13	36.56	Routledge; 1 edition	March 16, 2009	7	1	0	3	English	041545378X	978-0415453783	hardcover	554	The Routledge Companion to Science Fiction is a comprehensive overview of the history and study of science fiction. It outlines major writers, movements, and texts in the genre, established critical approaches and areas for future study.	Routledge Literature Companions Science Fiction
Robert Bly	The Science in Science Fiction: 83 SF Predictions that Became Scientific Reality	19.92	14.94	9.96	4.98	Benbella Books	September 1, 2005	2	1	0	0	English	1932100482	978-1932100488	hardcover	340	Science fiction fans and technology buffs will treasure this guide to the sci-fi ideas that have influenced and inspired scientific advances in the real world. Many of the most fascinating ideas in science originated not in the laboratory but in the minds of such science fiction writers as Arthur C. Clarke and Ray Bradbury. The former\'s 1945 article on communications satellites was the original idea behind modern satellites; the latter\'s Martian Chronicles has been attributed as the main inspiration behind NASA\'s many missions to Mars. From bionics to black holes and warp factors to worm holes, this is the quintessential guide to the many links between science fiction and science reality.	'' Science Fiction
James Gunn	The Road to Science Fiction: Volume 2: From Wells to Heinlein	47.50	23.75	11.88		The Scarecrow Press, Inc.	September 28, 2002	10	2	1		English	0810844397	978-0810844391	paperback	536	Now in paperback! Cloth edition previously published in 1979.  Volume 2: From Wells to Heinlein, samples the science fiction from a wide ariety of authors that paved the way for the Golden Age.	'' Science Fiction
Mark Brake , Neil Hook	Different Engines: How Science Drives Fiction and Fiction Drives Science	17.12	12.84	8.56	4.28	Palgrave Macmillan; illustrated edition edition	December 10, 2007	5	0	0	1	English	0230019803	978-0230019805	hardcover	250	Since its emergence in theseventeenth century, science fiction has been a sustained, coherent and subversive check on the promises and pitfalls of science. In their turn, invention and discovery have forced fiction writers to confront the nature and limits of reality.Different Engines explores how this fascinating symbiosis shapes what we see, do, and dream.From Johannes Kepler\'s Somnium to Arthur C. Clarke\'s 2001, science fiction has emerged as a mode of thinking, complementary to the scientific method. Science fiction\'s field of interest is the gap between the new worlds uncovered by experimentation and exploration, and the fantastic worlds of the imagination. Its proponents find drama in the tension between the familiar and the unfamiliar. Its readers, many of them scientists and politicians, find inspiration in the contrast between the ordinary and the extraordinary. Brake and Hook\'s Different Engines is a unique, provocative and compelling account of science fiction as the arbiter of progress.	'' Science Fiction
Doug Chiang	Mechanika: Creating the Art of Science Fiction with Doug Chiang	15.63	7.82	3.91		Impact	June 27, 2008	6	1	0		English	1600610234	978-1600610233	paperback	144	From top Academy-Award-winning entertainment industry artist Doug Chiang, who has worked on such film properties as Star Wars, War of the Worlds, Terminator and Back to the Future.  Foreword by film industry heavyweight Robert Zemeckis (Monster House, The Polar Express, Back to the Future, Beowulf).  In this stunning collection of step-by-step lessons, award-winning entertainment artist Doug Chiang gives artists the inside scoop on his processes, techniques, and theories for creating eye-popping science fiction artwork. Readers will learn to draw the creatures, robots, ehicles and drama of distant worlds--perennial favorites in film, television, toys and games. With Chiang\'s expert advice, 25 step-by-step demonstrations using both traditional and digital techniques, and a stunning gallery showcasing his amazing isual style, artists have no choice but to be inspired to create their own phenomenal works of art..	'' Science Fiction
Judith A. Little (Editor)	Feminist Philosophy And Science Fiction: Utopias And Dystopias	18.47	9.23	4.62		Prometheus Books	October 30, 2007	1	0	0		English	1591024145	978-1591024149	paperback	411	This accessible and provocative collection of science fiction acquaints readers with cutting-edge gender controversies in moral and political philosophy. By imagining future worlds that defy our most basic assumptions about sex and gender, freedom and equality, and ethical alues, the anthology\'s authors not only challenge traditional standards of morality and justice, but create bold experiments for testing feminist hypotheses.  Selections are grouped under four main themes. Part 1, \"Human Nature and Reality,\" concentrates on whether there is an intrinsic difference between males and females. Here the authors inspect opposing iews on five related questions: What does it mean to be human? What are women and men really like? How significant is the reproductive difference? How do we define the concepts of \"woman\" and \"nature\"? Why is language important?  Part 2, \"Dystopias: The Worst of All Possible Worlds,\" first portrays misogynistic societies uncomfortably familiar to the early 21st-century reader. Chilling stories of future possibilities follow, including worlds where women and men separate into armies to fight a literal war of the sexes.  Part 3, \"Separatist Utopias: Worlds of Difference,\" assembles stories that scrutinize both the irtues and ices of separatism, in order to address the questions Why should women want to separate from men? and What would and should these all-female worlds be like?  In Part 4, \"Androgynous Utopias: Worlds of Equality,\" the authors create intriguing worlds that anticipate the consequences, good and bad, of perfect sexual equality in education, intelligence, capability, and reproduction.  With selections from such noted writers as Margaret Atwood, Octavia Butler, Marion Zimmer Bradley, Karen Joy Fowler, Ursula K. Le Guin, James Tiptree Jr., and many others, plus chapter introductions, discussion questions, and recommended reading list, this stimulating collection offers fresh insights on troubling issues by weaving controversial utopian and dystopian designs from the separate threads of opposing positions.	'' Science Fiction
Frank Castel	Sebastian Quinn and the Planet of Fire	15.99	8.00	4.00		BookSurge Publishing	July 24, 2007	1	0	0		English	1419658166	978-1419658167	paperback	338	In a magical mix of science fiction and space adventures, a boy secretly raised on earth must leave behind the simple world he has always known to make an incredible journey across the galaxy and face an enemy believed long anquished. Follow Sebastian and his unit through their trials and tribulations to gain their rightful place in the legion of Peacekeepers.	'' Science Fiction
Anatoly Fomenko , Franck Tamdhu (Editor), Polina Zinoviev (Illustrator)	History: Fiction or Science? Dating methods as offered by mathematical statistics. Eclipses and zodiacs. Chronology Vol.I	29.95	14.97	7.49		Delamere Resources LLC; 2nd revised, expanded edition	March 19, 2007	5	1	2		English	2913621074	978-2913621077	paperback	624	History: Fiction or Science? is the most explosive tractate on history ever written - however, every theory it contains, no matter how unorthodox, is backed by solid scientific data. The book is well-illustrated, contains over 446 graphs and illustrations, copies of ancient manuscripts, and countless facts attesting to the falsity of the chronology used nowadays, which never cease to amaze the reader. Eminent mathematician proves that: Jesus Christ was born in 1153 and crucified in 1186 The Old Testament refers to mediaeval events. Apocalypse was written after 1486. Does this sound uncanny? This ersion of events is substantiated by hard facts and logic - alidated by new astronomical research and statistical analysis of ancient sources - to a greater extent than everything you may have read and heard about history before. The dominating historical discourse in its current state was essentially crafted in the XVI century from a rather contradictory jumble of sources such as innumerable copies of ancient Latin and Greek manuscripts whose originals had anished in the Dark Ages and the allegedly irrefutable proof offered by late mediaeval astronomers, resting upon the power of ecclesial authorities. Nearly all of its components are blatantly untrue! For some of us, it shall possibly be quite disturbing to see the magnificent edifice of classical history to turn into an ominous simulacrum brooding over the snake pit of mediaeval politics.  Twice so, in fact: the first seeing the legendary millenarian dust on the ancient marble turn into a mere layer of dirt - one that meticulous unprejudiced research can eventually remove. The second, and greater, attack of unease comes with the awareness of just how many areas of human knowledge still trust the three elephants of the consensual chronology to support them. Nothing can remedy that except for an individual chronological revolution happening in the minds of a large enough number of people.	'' Science Fiction
Garyn G. Roberts	The Prentice Hall Anthology of Science Fiction and Fantasy	97.02	48.51	24.25		Prentice Hall	July 28, 2000	4	0	0		English	0130212806	978-0130212801	paperback	1184	For undergraduate/graduate-level courses in Science Fiction Literature. Organized thematically and chronologically, this one olume anthology and study of the last two hundred years of Science Fiction and Fantasy is unique in content and approach--featuring women and men authors of arious ethnicities, and a range of both traditional canonical literature and popular culture. This text is designed to heighten student interest in the subject matter specifically, as well as in reading in general, thus leading students to meaningful intellectual, social, and historic investigations. The material in this book taps into contemporary student experience and places that experience in the context of larger world culture.	'' Science Fiction
Stephen E Andrews , Nick Rennison , Christopher Priest (Foreword)	100 Must-Read Science Fiction Novels	9.95	4.97	2.49		A&C Black	September 1, 2007	0	0	0		English	0713675853	978-0713675856	paperback	320	This book is arranged by author and includes some thematic entries and special categories, such as science fiction film adaptations, science fiction in rock music, and Philip K. Dick in the mass media. It also includes a history of science fiction and a new definition of the genre, plus lists of award-winners and book club recommendations. Includes a foreword by Christopher Priest, the multiple-award-winning science fiction author (with a major film adaptation of his book, The Prestige, launching at the time of publication).	Bloomsbury Good Reading Guide S. Science Fiction
Heather Masri (Editor)	Science Fiction: Stories and Contexts	48.37	24.18	12.09		Bedford/St. Martin\'s	December 19, 2008	12	5	1		English	031245015X	978-0312450151	paperback	1248	Excellent collections of science fiction abound, but ery few have been prepared expressly for classroom use. Heather Masri, editor of Science Fiction: Stories and Contexts, has prepared an anthology that recognizes,and is designed to meet,the needs ofstudents and instructors in an introductory survey course in science fiction. Science Fiction
 Grouped into major themes, her comprehensive selection of fiction  enjoyable and captivating stories, notable for their literary, philosophical, and cultural richness  are by classic and emerging writers from the nineteenth to the twenty-first centuries. The stories are uniquely complemented by contextual documents that suggest the scholarly, theoretical, and historical currents that drove the development of the genre, and informative editorial matter that contributes to the books flexibility for instructors and usefulness for students.	'' Science Fiction
Thomas Moylan , Tom Moylan	Scraps of the Untainted Sky: Science Fiction, Utopia, Dystopia	33.00	16.50	8.25		Westview Press	December 1, 2000	9	3	0		English	0813397685	978-0813397689	paperback	350	A cultural studies examination of the twentieth century genre of dystopian fiction in the political and scholarly context of the evolution of science fiction studies and utopian studies since the 1960s. Focuses especially on the \"critical dystopias\" of the 1980s and 1990s and examines their interrogation of the sociopolitical and cultural changes wrought by capitalist restructuring and neo-conservative and neo-liberal governments in the United States and Europe.  In Scraps of the Untainted Sky, Tom Moylan offers a thorough investigation of the history and aesthetics of dystopia. To situate his study, he sets out the methodological paradigm that developed within the interdisciplinary fields of science fiction studies and utopian studies as they grow out of the oppositional political culture of the 1960s and 1970s (the context of that produced the project of cultural studies itself). He then presents a thorough account of the textual structure and formal operations of the dystopian text. From there, he focuses on the new science fictional dystopias that emerged in the context of the economic, political, and cultural convulsions of the 1980s and 1990s, and he examines in detail three of these new \"critical dystopias:\" Kim Stanley Robinson\'s The Gold Coast, Octavia Butler\'s The Parable of the Sower , and Marge Piercy\'s He, She, and It .  Dystopian narrative is a product of the social ferment of the twentieth century. A hundred years of war, famine, disease, state terror, genocide, ecocide, and the depletion of humanity through the buying and selling of everyday life provided fertile ground for this fictive underside of the utopian imagination. From the classical works by E. M. Forster, Yevgeny Zamyatin, Aldous Huxley, George Orwell, and Margaret Atwood, through the new maps of hell in postwar science fiction, and most recently in the dystopian turn of the 1980s and 1990s, this narrative machine has produced challenging cognitive maps of the given historical situation by way of imaginary societies which are even worse than those that lie outside their authors\' and readers\' doors.	'' Science Fiction
Edgar Allan Poe , Harold Beaver (Editor)	The Science Fiction of Edgar Allan Poe	11.20	5.60	2.80		Penguin Classics	December 9, 1976	13	3	3		English	0140431063	978-0140431063	paperback	464	One of the greatest of all horror writers, Edgar Allan Poe (1809-49) also composed pioneering tales that seized upon the scientific developments of an era marked by staggering change. In this collection of sixteen stories, he explores such wide-ranging contemporary themes as galvanism, time travel and resurrection of the dead. \"The Unparalleled Adventure of One Hans Pfall\" relates a man\'s balloon journey to the moon with a combination of scientific precision and astonishing fantasy. Elsewhere, the boundaries between horror and science are elegantly blurred in stories such as \"The Facts in the Case of M. Valdemar\", while the great essay \"Eureka\" outlines Poe\'s own interpretation of the universe. Powerfully influential on later authors including Jules Verne, these works are essential reading for anyone wishing to trace the genealogy of science fiction, or to understand the complexity of Poe\'s own creative ision.	Penguin English Library Science Fiction
Steve Scott	Twelve-Furlong Mile and Other Works of Short Fiction	14.95	7.47	3.74		iUniverse, Inc.	May 31, 2005	10	8	1		English	0595348440	978-0595348442	paperback	214	Twelve-Furlong Mile and Other Works of Short Fiction is a aried and unique collection of ten stories built upon likable, easy-to-relate-to characters that stray from their comfortable, everyday surroundings and find themselves in situations filled with humor, romance, and conflict.  In the short story \"Twelve-Furlong Mile,\" two young men take their annual trip to Las Vegas, eager to escape the rigors of their daily lives. The \"End of Latency\" and \"Summer Trade\" are science fiction tales, refreshing in their approach to the genre. \"Ken and the Princess\" and \"Friendly Wager\" are about the pursuit of true love--obtainable--but always at a price. \"The Adventures of Dan Wetmeyerbent\" is a story about the trials of an eighth-grader assigned to write a column for his school newspaper. Perhaps the most touching story, \"The Wingman,\" brings a whole new perspective to the fabled, trusty sidekick designation for one man at an out-of-town work seminar.  The stories--and their surprise endings--are a reflection of the author Steve Scott\'s appreciation for the original television show, The Twilight Zone. The twisting plot lines, while always believable, will, at the same time, bowl you over.	'' Science Fiction
Carl Abbott	Frontiers Past And Future: Science Fiction And the American West	29.95	22.46	14.97	7.49	University Press of Kansas	March 9, 2006	0	0	0	0	English	0700614303	978-0700614301	hardcover	230	Will the settlement of Mars prove much different from the settlement of the West? Look to science fiction master Kim Stanley Robinson for fascinating ideas; then turn to historian Carl Abbott for further insights. Science Fiction
