Elizabeth Hoyt	The Raven Prince	6.99	3.50	1.75		Forever; Reissue edition	November 1, 2006	5	1	0		English	0446618470	978-0446618472	paperback	392	There comes a time in a woman?s life when she must do the unthinkable - and find employment. For the widowed Anna Wren, that means taking a job as female secretary for the Earl of Swartingham. Secretaries are always male - never female - as Anna well knows but the real downfall of her career is the realisation that she is falling in love with Edward de Raaf - the Earl. But when she realises that he is going to isit a brothel in London to take care of his \'manly\' desires, Anna sees red - and decides to take advantage of the opportunity to also take care of her \'womanly\' desires - with the Earl as her unknowing lover. But the Earl has another reason for going to London. He is formalising his betrothal and trying (with little success) to forget about a secretary that has no right being female. Unhandsome, he knows that no woman wants him. Except for the mysterious lady with whom he spent two unforgettable nights at Aphrodite?s Grotto, the most scandalous brothel in London. But when Anna?s plan is revealed, a bit of blackmail is thrown into the mix, a proposal is rejected and even the Earl himself will be unprepared for the intrigues that ensnare them.	''	Romance	''
Lorraine Heath	In Bed With the Devil	6.99	3.50	1.75		Avon	June 24, 2008	2	0	0		English	0061355577	978-0061355578	paperback	384	They call him the Devil Earla scoundrel and accused murderer who grew up on the iolent London streets. A proper young lady risks more than her reputation when consorting with the roguishly handsome Lucian Langdon, but Lady Catherine Mabry believes she has no choice. To protect those she loves, she would do anythingeven strike a bargain with the devil himself.  Lucian desires respectability and a wife above all else, but the woman of his choosing lacks the social graces to be accepted by the aristocracy. Catherine can help Lucian gain everything he wants. But what she asks for in exchange will put their ery lives in jeopardy. When danger closes in, Catherine discovers a man of immense passion and he discovers a woman of immeasurable courage. As secrets from his dark past are revealed, Lucian begins to question everything he knows to be true, including the yearnings of his own heart.	Avon Romantic Treasure	Romance	''
Alexandra Ivy	When Darkness Comes	6.99	3.50	1.75		Zebra	January 1, 2007	9	0	0		English	0821779354	978-0821779354	paperback	384	It\'s been a hell of a day for Abby Barlow. In just a few hours, she\'s survived an explosion, watched her employer die, had a startling dream, and now she finds herself in a seedy Chicago hotel with the sexy, unearthly Dante, a man she both desires and fears. For 341 years, Dante has stood as guardian to The Chalice, a mortal woman chosen to hold back the darkness. A terrible twist of fate has now made Abby that woman. Three hours ago, Dante would have used all his charms to seduce her. Now she is his to protect. And he will do so until his ery death. A terrifying plan has been set in motion, one that will plunge Dante and Abby into an epic battle between good and evil - and a desperate race to save their love...	Guardians of Eternity, Book 1	Romance	''
Deborah MacGillivray	A Restless Knight	3.99	2.00	1.00		Zebra	July 1, 2006	1	0	0		English	0821780360	978-0821780367	paperback	352	~ A Defiant Lady ~ In Scotland\'s darkest hour, an English warrior dressed all in black has come for her. Blessed with the kenning, Lady Tamlyn MacShane foresaw this day, when the ruthless Lord Julian Challon would conquer her land -- and her heart. She is determined to resist him...but she is no match for his strength...or his sensuality...  ~ A Resolute Lord ~ To Julian, the proud Scotswoman should be nothing more than a captive. Yet Tamlyn\'s fiery Beauty ensnares him, body and soul. Now, the warrior known as the Black Dragon is in danger of falling under the spell that cannot be broken---the spell of love....	The Dragons of Challon, Book 1 	Romance	''
Dawn Mactavish	The Privateer	6.99	3.50	1.75		Leisure Books	January 2008	8	0	2		English	0843959819	978-0843959819	paperback	325	THE PRIVATEER Lark at first hoped it was a simple nightmare: If she closed her eyes, she would be back in the mahogany bed of her spacious boudoir at Eddington Hall, and all would be well. Her father, the earl of Roxburgh, would not be dead by his own hand, and she would not be in Marshalsea debtor\'s prison.  Such was not to be. Ere the Marshalsea could do its worst, the earl of Grayshire intervened. Lark shivered, considering the mysterious stone-faced noble. He\'d paid her bond while the rest of London turned an eye as blind as the one beneath his eye patch. But while his touch was electric and his gaze piercing, for what purpose had he bought her freedom? A plan including Cornwall, return to the world of the haute ton, and embroilment in a struggle against both England\'s own Admiralty and the French. But even more perilous, the ex-sea captain might plunder her heart. No, this was not a dream. As Lark would soon learn, her dreams had never ended so well.	Leisure Historical Romance	Romance	''
Sandy Lynn	Kiss and Tell	9.60	4.80	2.40		Samhain Publishing	January 1, 2008	5	0	3		English	1599986299	978-1599986296	paperback	224	Boxers or briefs? Willow is having a bad day. To get her sister to stop harassing her, she agrees to play a silly game-but only once. When a muscular hunk walks past her, Willow\'s mouth waters and she knows she\'s found the perfect man to ask her embarrassing question. Seth is shocked when a beautiful woman sits on his lap. He\'s amused when she begins asking him questions. But he\'s aroused when she kisses him. Taking her back to his home, he sinks his teeth into her-and is addicted. Imagine his surprise when he finds out she holds his life in the palm of her hands. What\'s a ampire to do when the woman he needs for his survival runs screaming from him? Warning, this title contains the following: explicit sex and graphic language.	Bloodmates, Book 1	Romance	''
Lisa Kleypas	Mine Till Midnight	7.99	4.00	2.00		St. Martin\'s Paperbacks	October 2, 2007	14	3	1		English	0312949804	978-0312949808	paperback	384	When an unexpected inheritance elevates her family to the ranks of the aristocracy, Amelia Hathaway discovers that tending to her younger sisters and wayward brother was easy compared to navigating the intricacies of the ton.  Even more challenging: the attraction she feels for the tall, dark, and dangerously handsome Cam Rohan.Wealthy beyond most mens dreams, Cam has tired of societys petty restrictions and longs to return to his uncivilized Gypsy roots.  When the delectable Amelia appeals to him for help, he intends to offer only friendshipbut intentions are no match for the desire that blindsides them both.  But can a man who spurns tradition be tempted into that most time-honored arrangement: marriage? Life in London society is about to get a whole lot hotter.	The Hathaways, Book 1	Romance	''
Laura Lee Guhrke	And Then He Kissed Her	6.99	3.50	1.75		Avon	February 27, 2007	15	1	0		English	006114360X	978-0061143601	paperback	384	An expert in etiquette, Emma takes her pristine reputation most seriously.  But the devilish Lord Marlowe is determined to prove that some rules of proper behavior are made to be broken . . .	''	Romance	''
Lora Leigh	Wicked Pleasure	10.94	5.47	2.73		St. Martin\'s Griffin; 1st edition	May 13, 2008	12	0	4		English	0312368720	978-0312368722	paperback	368	From New York Times bestselling author Lora Leigh comes the explosivenew novel in her Bound Hearts series.Jaci Wright has been running from the Falladay twins, Chase and Cam, for seven years now. Fears of the desires they arouse in her, and the knowledge of the relationship they wanted with her, spurred her to run, to find a life that kept her traveling the globe and out of their reach.But now life has come full circle. A new job has placed Jaci in the Sinclair mansion with Chase and Cam. And they\'re tired of waiting. It\'s hard enough to face accepting a relationship with two men rather than just one, but gossip and the tattered tales of juicy secrets fill the society she now moves within. Can Jaciface the world knowing she\'s a lover to both men, or will her hesitancy and her fears destroy her chance of happiness forver?	Bound Hearts	Romance	''
Lora Leigh	Forbidden Pleasure	10.94	5.47	2.73		St. Martin\'s Griffin; 1st edition	June 12, 2007	10	0	0		English	0312368712	978-0312368715	paperback	352	People have heard of fleeting rumors about The Club. Located just outside Washington, D.C., only its members know where men go when they want to indulge the desire to share their women with a carefully selected male partner.John Mac McCoy resigned his membership from The Club when he married Keiley Hardin. Tempting and innocent, sweet and sexy, she would never accept Macs desire to share her with another man. However, Macs fantasies of sharing his wife haunt his dreams. And his passions. Unable to wait any longer to draw his best friend Jethro Riggs into his marriage, Mac invites Jethro to their home with the intention of drawing Keiley into the pleasures that only be achieved when two men love the same woman. But theres more going on in Macs neck of the woods than a little additional pleasure. A past case, a stalker that likes to playing games and his wife is now in the middle of it all. Passion and pleasure, danger and desire combine as forbidden pleasure becomes an addiction none of them can escape.	Bound Hearts, Book 8	Romance	''
Lisa Kleypas	Seduce Me at Sunrise	7.99	4.00	2.00		St. Martin\'s Paperbacks	September 30, 2008	1	0	0		English	0312949812	978-0312949815	paperback	384	Ke Merripen has longed for the beautiful, well-bred Winnifred Hathaway ever since her family rescued him from the brink of death when he was just a boy. But this handsome Gypsy is a man of mysterious originsand he fears that the darkness of his past could crush delicate, luminous Win. So Ke refuses to submit to temptationand before long Win is torn from him by a devastating twist of fate.  Then, Win returns to Englandonly to find that Ke has hardened into a man who will deny love at all costs. Meantime, an attractive, seductive suitor has set his sights on Win. Its now or never for Ke to make his move. But first, he must confront a dangerous secret about his destinyor risk losing the only woman he has lived for	The Hathaways, Book 2	Romance	''
Megan Hart	Tempted	10.94	5.47	2.73		Spice	January 1, 2008	4	1	0		English	0373605196	978-0373605194	paperback	432	I had everything a woman could want My husband, James. The house on the lake.  My life. Our perfect life.  And then Alex came to isit.  The first time I saw my husband\'s best friend, I didn\'t like him. Didn\'t like how James changed when he was around, didn\'t like how his penetrating eyes followed me everywhere.  But that didn\'t stop me from wanting him. And, surprisingly, James didn\'t seem to mind.  It was meant to be fun. Something the three of us shared for those hot summer weeks Alex stayed with us. Nobody was supposed to fall in or out of love. I didn\'t need another man, not even one who oozed sex like honey and knew all the secrets I didn\'t know, the secrets my husband hadn\'t shared.  After all, we had a perfect life.  And I loved my husband.  But I wasn\'t the only one.	''	Romance	''
Nora Roberts	The Pagan Stone: The Sign of Seven Trilogy	7.99	4.00	2.00		Jove	November 25, 2008	7	4	0		English	0515144665	978-0515144666	paperback	336	From the #1 New York Times bestselling author of Blood Brothers and The Hollow--the conclusion to the electrifying trilogy of three men and three women who join forces--and hearts--to battle the ultimate evil.	''	Romance	''
Kimberly Zant	Surrender	7.91	3.96	1.98		New Concepts Publishing	March 26, 2007	8	1	6		English	1586088998	978-1586088996	paperback	172	Desperate straights call for desperate measures---If anyone had asked Anna before what she would be willing to do for money, what she\'d just signed up for would NOT have been on the list. She\'s discovered, though, that the needy can\'t afford to be too picky. And, after all, what\'s six weeks in the scheme of things? Despite her internal pep talk, though, she discovers she isn\'t at all prepared for what she has to face in the mansion of ill repute-where \'no\' is no longer a part of her ocabulary unless she wants to forfeit the money she needs so badly. Rating: Contains explicit sex, graphic language, and some scenes of sex with mulitple partners/mnage a trois.	''	Romance	''
Nicholas Sparks	The Lucky One	16.49	12.37	8.24	4.12	Grand Central Publishing; First Edition edition	September 30, 2008	6	1	0	0	English	0446579939	978-0446579933	hardcover	336	In his 14th book, bestselling author Nicholas Sparks tells the unforgettable story of a man whose brushes with death lead him to the love of his life. Is there really such thing as a lucky charm? The hero of Nicholas Sparks\'s new novel believes he\'s found one in the form of a photograph of a smiling woman he\'s never met, but who he comes to believe holds the key to his destiny. The chain of events that leads to him possessing the photograph and finding the woman pictured in it is the stuff of love stories only a master such as Sparks can write.	''	Romance	''
Brent Curtis , John Eldredge	The Sacred Romance Drawing Closer To The Heart Of God	14.95	11.21	7.47	3.74	Thomas Nelson	April 3, 2001	10	0	1	0	English	0785267239	978-0785267232	hardcover	228	The God who saves is also a God who woos His own to a relationship primarily of the heart. As we draw closer to Him, we must choose to let go of other less-wild lovers, such as perfectionistic driveness and self-indulgence.  Eldredge and Curtis identify the lies offered by false loves and instruct us on the journey back to the Lover of our souls.In carefully crafted words and images, the authors entice the reader to his or her own journey of the heart, promising, It is possible to recover the lost life of our heart and with it the intimacy, beauty, and adventure of life with God.	''	Romance	''
Trisha Telep (Editor)	The Mammoth Book of Paranormal Romance	10.94	5.47	2.73		Running Press	March 9, 2009	0	0	0		English	0762436514	978-0762436514	paperback	512	24 new short stories from the hottest names Fall in love with someone out of this world.  If love transcends all boundaries then paranormal romance is its logical conclusion. From the biggest names around, here are 24 tales to take you to another time and place.  Let Alyssa Day, Sherrilyn Kenyon, Cheyenne McCray, Jeaniene Frost, Ilona Andrews, Kelley Armstrong, Maria V.  Snyder, Carrie Vaughn, Allyson James Marland and others show you powers beyond your wildest imaginings.  Within these pages mythical beasts, magical creatures of all shapes and sizes, heart-stoppingly handsome ghosts, angels, and mortals with extra-sensitive sensory perception play out the themes of extraordinary desires.	''	Romance	''
Liz Fielding	The Bride\'s Baby	3.99	2.00	1.00		Harlequin	April 8, 2008	13	6	0		English	037317506X	978-0373175062	paperback	192	The wedding of the season! Events manager Sylvie Smith is organizing a glittering fund-raising event: a wedding show in a stately home.  She has even been roped into pretending to be a bride... a bride who\'s five months pregnant! The bride everyone is talking about! It should be every girl\'s dream to design a wedding with no expense spared, but it\'s not Sylvie\'s.  Longbourne Court was her ancestral home, and she\'s just discovered that the new owner is Tom McFarlane--her baby\'s secret father. Now Tom\'s standing in front of her, looking at her bump.... --This text refers to the Kindle Edition edition.	Harlequin Romance	Romance	''
Alexandra Ivy	Darkness Everlasting	6.99	3.50	1.75		Zebra	May 1, 2008	6	2	0		English	0821779397	978-0821779392	paperback	416	Darcy Smith always sensed she was different from everyone else - if only she knew how different. Possessing a secret strong enough to end an entire race of demons, Darcy unwittingly becomes a pawn in an epic battle between the ampires and the weres as she discovers a new world filled with ecstasy-and dark passions...Consumed with lust for Darcy, Styx - the Anasso of ampires - will do everything in his power to keep her out of the lair of Salvatore Giuliani, the deadly leader of the weres. But protecting the woman he loves could cost Styx the ultimate price...Salvatore Giuliani knows time is running out for the weres. Pushed to the brink of extinction, he will stop at nothing to make Darcy his ultimate conquest and queen - for she alone holds the key to his survival. But which of these men can Darcy truly trust? For all it takes is one bite to plunge her into a lifetime of servitude - or a lifetime of pleasure...	Guardians of Eternity, Book 3	Romance	''
Larissa Ione	Pleasure Unbound	6.99	3.50	1.75		Forever	June 20, 2008	14	10	1		English	044640103X	978-0446401036	paperback	416	In a place where ecstasy can cost you your life . . .  She\'s a demon-slayer who hungers for sensual pleasure-but fears it will always be denied her. Until Tayla Mancuso lands in a hospital run by demons in disguise, and the head doctor, Eidolon, makes her body burn with unslakable desire. But to prove her ultimate loyalty to her peers, she must betray the surgeon who saved her life.  Two lovers will dare to risk all.  Eidolon cannot resist this fiery, dangerous woman who fills him with both rage and passion. Not only is she his avowed enemy, but she could ery well be the hunter who has been preying upon his people. Torn between his need for the truth and his quest to find his perfect mate before a horrific transformation claims him forever, Eidolon will dare the unthinkable-and let Tayla possess him, body and soul...	Demonica, Book 1	Romance	''
Robin Wells	Between the Sheets	6.99	3.50	1.75		Forever	February 1, 2008	9	4	0		English	0446618411	978-0446618410	paperback	400	How do you have a life when everyone in America thinks you gave the president-elect a fatal heart attack during an illicit sex romp?Emma Jamison never thought she\'d have to answer that question, but here she is, smack dab in the middle of a political scandal that would make Monica Lewinsky blush. Trouble is, nobody believes that Emma wasn\'t the call-girl who killed the president-to-be with her, uh, carnal skills.So Emma packs up and moves to small-town Chartreuse, LA, to escape her infamy and to start over. But when her grandmother starts dating the grandfather of district attorney Max Duval, the quiet life she was seeking blows up in smoke.	''	Romance	''
Gene Edwards	The Divine Romance	10.39	5.20	2.60		Tyndale House Publishers	March 1, 1993	12	0	1		English	0842310924	978-0842310925	paperback	233	From the grandeur of Creation to the glorious union of the Savior and his bride, God\'s majestic love sweeps through time, space, and eternity in this greatest of all love stories.	Inspirational	Romance	''
Judith Sills Ph.D.	Fine Romance	17.10	8.55	4.28		Ballantine Books	April 6, 1993	15	5	5		English	0345385713	978-0345385710	paperback	304	Where is this thing called love? And how do you get there from here? For many it\'s an elusive goal that\'s over even before it has a chance to start -- but it doesn\'t have to be. In A FINE ROMANCE, nationally recognized psychologist Dr. Judith Sills shows how the whole agonizing and exhilarating process of love actually develops between two people -- and how the rules of successful courtship can be learned and mastered.	''	Romance	''
John Eldredge	The Sacred Romance Workbook and Journal: Your Personal Guide for Drawing Closer to the Heart of God	6.99	3.50	1.75		Thomas Nelson	August 8, 2000	5	0	0		English	0785268464		paperback	276	In The Sacred Romance John Eldredge told readers, \"It is possible to recover the lost life of our heart and with it the intimacy, beauty, and adventure of life with God.\" Now, in The Sacred Romance Workbook and Journal, Eldredge shows readers how to do that. This highly innovative workbook features Eldredge\'s profound writing style and guides readers through an experience of personal assessment and soulful reflection. Readers will gain a more passionate and personal relationship with God through interactive exercises that help them apply material from The Sacred Romance, a journaling section to document personal reflections on the thought-provoking questions raised in the workbook section, and even recommendations of film, music, and art to help them make emotional connections with the material. Readers will be guided away from a religion of duty and obligation toward a more deeply felt relationship with God.  --This text refers to the Paperback edition.	''	Romance	''
C. J. Mahaney	Sex, Romance, and the Glory of God: What Every Christian Husband Needs to Know	10.39	7.79	5.20	2.60	Crossway Books	June 17, 2004	6	2	0	2	English	1581346247	978-1581346244	hardcover	128	Sex is a gift God gave to His people to be enjoyed within the bounds of marriage. This book shows every husband how to experience the intimacy with his wife that God intends.	''	Romance	''
Lena Matthews	The Blacker the Berry	9.89	4.95	2.47		Loose Id, LLC	November 19, 2008	2	1	0		English	1596328231	978-1596328235	paperback	276	For Love\'s Sake Only The last thing Charlotte Sane expects to find at a Rodeo is her dream man, but even she can\'t deny the instant attraction that leads her straight into the arms of a handsome cowboy named Ty Wilcox. The two have nothing in common. Nothing except insane, inexplicable, but undeniable desire.  Ty knows from the instant they first kiss that he and Charlotte are meant to be together. Proving it to strong-willed Charlotte? A whole different bull-ride. The headstrong beauty is running scared, but she\'s got another thought coming if she thinks Ty will let her walk away.	''	Romance	''
Leslie Wainger	Writing a Romance Novel for Dummies	13.59	6.79	3.40		For Dummies	May 7, 2004	9	6	0		English	0764525549	978-0764525544	paperback	384	In love with romance novels? Youre not alone! Romance is todays most popular fiction genre, accounting for more than half of all mass market fiction sold. If youre looking to make a serious effort at writing a romance and getting it published in todays multifaceted markets, you need to learn as much as you can about this highly successful field--especially how to create the perfect heroes and heroines. Now, in this easy, step-by-step guide, a top romance editor gives you the know-how you need to succeed as a romance novelist!  Writing A Romance Novel For Dummies is perfect for both beginning and more accomplished writers who are looking to get the leading edge on writing a romance novel and get it published. Leslie Wainger, Executive Editor at Harlequin Books, explains what it takes to become the next Nora Roberts, providing the techniques you need to: Select a pseudonym Write a compelling, heartfelt story Find the right agent and publisher Submit a manuscript Market your novel Join clubs and associations Packed with insider advice, this plain-English guide helps you grasp the building blocks of a great romance, providing practical tips on the craft of writing as well as sa y pointers on how to hook your reader from page one, write with passion, and shape a proposal that will wow agents and editors. You get lots of expert tips on analyzing the marketplace, creating compelling characters, and finding your own oice. Wainger also: Demystifies the sub-genres of the romance world, from historical, contemporary, and multicultural to paranormal, romantic suspense, and Christian/inspirational Explains plotting, pacing, and writing those crucial love scenes Discusses how to conduct research, assign credits, and get permissions Helps you decide whether its best to write alone or with a partner Complete with a manuscript preparation checklist, tips for revising your work smoothly and successfully, guidance in understanding and negotiating a contract, and a list of romance writing resources, Writing A Romance Novel For Dummies is your one-stop guide to becoming a published novelist!	''	Romance	''
